InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Year,Month,MonthName
574898,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-11-07 15:07:00,2.08,16242.0,United Kingdom,20.8,2011,11,November
552571,21621,VINTAGE UNION JACK BUNTING,2,2011-05-10 12:08:00,8.5,14688.0,United Kingdom,17.0,2011,5,May
562708,79321,CHILLI LIGHTS,4,2011-08-08 14:15:00,5.75,17085.0,United Kingdom,23.0,2011,8,August
538366,85066,CREAM SWEETHEART MINI CHEST,6,2010-12-12 10:47:00,12.75,18109.0,United Kingdom,76.5,2010,12,December
560078,47566,PARTY BUNTING,8,2011-07-14 16:12:00,4.95,16040.0,United Kingdom,39.6,2011,7,July
550446,22192,BLUE DINER WALL CLOCK,2,2011-04-18 12:36:00,8.5,13871.0,United Kingdom,17.0,2011,4,April
579522,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-11-30 08:04:00,2.08,14432.0,United Kingdom,12.48,2011,11,November
570342,21922,UNION STRIPE WITH FRINGE  HAMMOCK,6,2011-10-10 12:26:00,7.95,17706.0,United Kingdom,47.7,2011,10,October
552714,22302,COFFEE MUG PEARS  DESIGN,6,2011-05-11 09:28:00,2.55,17164.0,United Kingdom,15.299999999999999,2011,5,May
543604,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-02-10 13:54:00,1.25,16558.0,United Kingdom,15.0,2011,2,February
540509,22174,PHOTO CUBE,6,2011-01-09 11:27:00,1.65,14800.0,United Kingdom,9.899999999999999,2011,1,January
570517,48173C,DOORMAT BLACK FLOCK ,2,2011-10-11 10:41:00,8.25,13971.0,United Kingdom,16.5,2011,10,October
561231,22549,PICTURE DOMINOES,14,2011-07-26 10:20:00,1.45,15855.0,United Kingdom,20.3,2011,7,July
579832,35819B,"ACRYLIC HANGING JEWEL,BLUE",26,2011-11-30 15:58:00,0.38,17434.0,United Kingdom,9.88,2011,11,November
575960,21703,BAG 125g SWIRLY MARBLES,3,2011-11-13 12:28:00,0.42,15429.0,United Kingdom,1.26,2011,11,November
539010,22834,HAND WARMER BABUSHKA DESIGN,6,2010-12-15 13:24:00,2.1,15005.0,United Kingdom,12.600000000000001,2010,12,December
570113,16161P,WRAP ENGLISH ROSE ,125,2011-10-07 12:31:00,0.42,15874.0,United Kingdom,52.5,2011,10,October
547273,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-03-22 11:05:00,4.15,14530.0,United Kingdom,12.450000000000001,2011,3,March
560868,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-07-21 14:14:00,2.95,14866.0,United Kingdom,2.95,2011,7,July
577485,21899,GARAGE KEY FOB,2,2011-11-20 11:56:00,0.65,16360.0,United Kingdom,1.3,2011,11,November
562379,22619,SET OF 6 SOLDIER SKITTLES,4,2011-08-04 15:17:00,3.75,15134.0,United Kingdom,15.0,2011,8,August
576406,23550,WRAP ALPHABET POSTER  ,25,2011-11-15 11:17:00,0.42,13692.0,United Kingdom,10.5,2011,11,November
569568,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-10-05 09:57:00,2.95,12700.0,France,17.700000000000003,2011,10,October
565923,23031,DRAWER KNOB CRACKLE GLAZE PINK,96,2011-09-08 10:00:00,1.45,17567.0,United Kingdom,139.2,2011,9,September
570650,23209,LUNCH BAG VINTAGE DOILY ,4,2011-10-11 13:13:00,1.65,13263.0,United Kingdom,6.6,2011,10,October
555410,22430,ENAMEL WATERING CAN CREAM,8,2011-06-03 09:30:00,4.95,16239.0,United Kingdom,39.6,2011,6,June
546951,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,4,2011-03-18 11:30:00,0.85,17673.0,United Kingdom,3.4,2011,3,March
577524,23489,VINTAGE BELLS GARLAND,9,2011-11-20 13:33:00,2.89,16905.0,United Kingdom,26.01,2011,11,November
572242,22469,HEART OF WICKER SMALL,12,2011-10-21 15:36:00,1.65,15677.0,United Kingdom,19.799999999999997,2011,10,October
574063,21174,POTTERING IN THE SHED METAL SIGN,1,2011-11-02 14:31:00,2.08,13271.0,United Kingdom,2.08,2011,11,November
563708,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-08-18 15:09:00,0.65,17001.0,United Kingdom,10.4,2011,8,August
557747,22741,FUNKY DIVA PEN,48,2011-06-22 12:25:00,0.85,13611.0,United Kingdom,40.8,2011,6,June
559364,23201,JUMBO BAG ALPHABET,10,2011-07-08 08:48:00,2.08,17735.0,United Kingdom,20.8,2011,7,July
550132,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-04-14 13:33:00,7.95,16933.0,United Kingdom,15.9,2011,4,April
562380,23438,GIFT BAG LARGE SPOT ,12,2011-08-04 15:23:00,1.25,14778.0,United Kingdom,15.0,2011,8,August
560359,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,2011-07-18 11:47:00,0.55,14159.0,United Kingdom,1.1,2011,7,July
578068,23571,TRADITIONAL NAUGHTS & CROSSES,2,2011-11-22 15:45:00,1.65,14505.0,United Kingdom,3.3,2011,11,November
566929,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-09-15 15:21:00,1.95,17428.0,United Kingdom,23.4,2011,9,September
538799,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2010-12-14 11:48:00,1.95,15039.0,United Kingdom,19.5,2010,12,December
544668,82552,WASHROOM METAL SIGN,12,2011-02-22 15:14:00,1.45,16573.0,United Kingdom,17.4,2011,2,February
578678,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-11-24 19:59:00,1.25,17841.0,United Kingdom,2.5,2011,11,November
559523,21355,TOAST ITS - I LOVE YOU ,1,2011-07-08 17:19:00,1.25,13955.0,United Kingdom,1.25,2011,7,July
572217,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-10-21 13:03:00,4.95,15311.0,United Kingdom,9.9,2011,10,October
548659,22986,GINGHAM ROSE WRAP,25,2011-04-01 14:19:00,0.42,13418.0,United Kingdom,10.5,2011,4,April
549981,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2011-04-13 15:49:00,1.65,16348.0,United Kingdom,3.3,2011,4,April
545662,23128,DOLLCRAFT BOY JEAN-PAUL ,4,2011-03-04 14:42:00,4.95,15358.0,United Kingdom,19.8,2011,3,March
572076,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2,2011-10-20 14:01:00,6.25,13761.0,United Kingdom,12.5,2011,10,October
569562,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,2011-10-05 09:43:00,0.39,12720.0,Germany,9.36,2011,10,October
577773,23318,BOX OF 6 MINI VINTAGE CRACKERS,2,2011-11-21 15:57:00,2.49,16712.0,United Kingdom,4.98,2011,11,November
576560,21900,"KEY FOB , SHED",1,2011-11-15 13:21:00,0.65,12877.0,United Kingdom,0.65,2011,11,November
539320,15056P,EDWARDIAN PARASOL PINK,6,2010-12-16 19:16:00,5.95,14911.0,EIRE,35.7,2010,12,December
580979,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-12-06 15:40:00,4.95,12362.0,Belgium,19.8,2011,12,December
566563,21844,RED RETROSPOT MUG,6,2011-09-13 12:22:00,2.95,12909.0,United Kingdom,17.700000000000003,2011,9,September
581403,23498,CLASSIC BICYCLE CLIPS ,12,2011-12-08 13:46:00,1.45,13510.0,United Kingdom,17.4,2011,12,December
539728,22284,HEN HOUSE DECORATION,12,2010-12-21 14:26:00,1.65,16270.0,United Kingdom,19.799999999999997,2010,12,December
560644,22292,HANGING CHICK  YELLOW DECORATION,4,2011-07-20 11:22:00,1.45,16271.0,United Kingdom,5.8,2011,7,July
554814,23099,FRENCH CARRIAGE LANTERN,4,2011-05-26 13:34:00,6.65,16609.0,United Kingdom,26.6,2011,5,May
570208,85136A,YELLOW SHARK HELICOPTER,1,2011-10-09 10:23:00,7.95,16104.0,United Kingdom,7.95,2011,10,October
578358,22070,SMALL RED RETROSPOT MUG IN BOX ,36,2011-11-24 10:35:00,3.39,15482.0,United Kingdom,122.04,2011,11,November
572318,23211,RED ROCKING HORSE HAND PAINTED,2,2011-10-23 16:19:00,1.25,15436.0,United Kingdom,2.5,2011,10,October
569207,22379,RECYCLING BAG RETROSPOT ,3,2011-10-02 11:04:00,2.1,17811.0,United Kingdom,6.300000000000001,2011,10,October
571705,22816,CARD MOTORBIKE SANTA,12,2011-10-18 15:22:00,0.42,12360.0,Austria,5.04,2011,10,October
547019,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-03-18 14:54:00,1.65,17841.0,United Kingdom,1.65,2011,3,March
540359,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-01-06 15:29:00,0.85,18041.0,United Kingdom,8.5,2011,1,January
577155,22947,WOODEN ADVENT CALENDAR RED,6,2011-11-18 09:56:00,7.95,13050.0,United Kingdom,47.7,2011,11,November
571715,23167,SMALL CERAMIC TOP STORAGE JAR ,5,2011-10-18 17:04:00,0.83,17576.0,United Kingdom,4.1499999999999995,2011,10,October
565435,46000P,POLYESTER FILLER PAD 65CMx65CM,8,2011-09-04 13:38:00,4.25,16241.0,United Kingdom,34.0,2011,9,September
579132,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,3,2011-11-28 12:35:00,7.95,15022.0,United Kingdom,23.85,2011,11,November
544087,20846,ZINC HEART LATTICE T-LIGHT HOLDER,5,2011-02-15 17:02:00,1.25,17530.0,United Kingdom,6.25,2011,2,February
569236,85032B,BLOSSOM IMAGES GIFT WRAP SET,2,2011-10-02 15:49:00,0.65,14432.0,United Kingdom,1.3,2011,10,October
561610,22619,SET OF 6 SOLDIER SKITTLES,4,2011-07-28 12:28:00,3.75,16076.0,United Kingdom,15.0,2011,7,July
543107,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-02-03 12:27:00,2.95,13800.0,United Kingdom,17.700000000000003,2011,2,February
544463,90148,LONG SILVER NECKLACE PASTEL FLOWER,2,2011-02-20 14:31:00,12.75,12988.0,United Kingdom,25.5,2011,2,February
553182,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2011-05-15 12:21:00,0.55,17107.0,United Kingdom,2.2,2011,5,May
556507,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,4,2011-06-13 09:55:00,4.15,12567.0,France,16.6,2011,6,June
580061,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2011-12-01 13:27:00,4.25,14051.0,United Kingdom,51.0,2011,12,December
537765,21136,PAINTED METAL PEARS ASSORTED,1,2010-12-08 12:08:00,1.69,14606.0,United Kingdom,1.69,2010,12,December
545346,22927,GREEN GIANT GARDEN THERMOMETER,2,2011-03-02 09:49:00,5.95,12834.0,United Kingdom,11.9,2011,3,March
575983,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,2011-11-13 13:45:00,0.29,13379.0,United Kingdom,1.45,2011,11,November
557442,22929,SCHOOL DESK AND CHAIR ,1,2011-06-20 12:53:00,65.0,14808.0,United Kingdom,65.0,2011,6,June
542929,22499,WOODEN UNION JACK BUNTING,1,2011-02-02 10:34:00,5.95,17811.0,United Kingdom,5.95,2011,2,February
569330,23275,SET OF 3 HANGING OWLS OLLIE BEAK,4,2011-10-03 13:31:00,1.25,15311.0,United Kingdom,5.0,2011,10,October
580691,90214E,"LETTER ""E"" BLING KEY RING",12,2011-12-05 15:48:00,0.29,13790.0,United Kingdom,3.4799999999999995,2011,12,December
545340,21383,PACK OF 12 STICKY BUNNIES,12,2011-03-02 08:41:00,0.65,15416.0,United Kingdom,7.800000000000001,2011,3,March
578289,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-11-23 14:07:00,9.95,17841.0,United Kingdom,9.95,2011,11,November
549555,22077,6 RIBBONS RUSTIC CHARM,3,2011-04-10 12:52:00,1.65,13606.0,United Kingdom,4.949999999999999,2011,4,April
580403,22215,CAKE STAND WHITE TWO TIER LACE,2,2011-12-04 11:56:00,2.95,17858.0,United Kingdom,5.9,2011,12,December
568164,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-09-25 12:39:00,2.95,14561.0,United Kingdom,17.700000000000003,2011,9,September
576326,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,2011-11-14 15:18:00,3.75,16504.0,United Kingdom,3.75,2011,11,November
570011,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-07 09:44:00,4.95,16477.0,United Kingdom,19.8,2011,10,October
548011,20726,LUNCH BAG WOODLAND,100,2011-03-29 11:14:00,1.45,14646.0,Netherlands,145.0,2011,3,March
553879,22801,ANTIQUE GLASS PEDESTAL BOWL,4,2011-05-19 15:15:00,3.75,15791.0,United Kingdom,15.0,2011,5,May
546242,22064,PINK DOUGHNUT TRINKET POT ,8,2011-03-10 13:07:00,1.65,16743.0,United Kingdom,13.2,2011,3,March
537202,22150,3 STRIPEY MICE FELTCRAFT,2,2010-12-05 14:25:00,1.95,14506.0,United Kingdom,3.9,2010,12,December
580259,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-12-02 12:32:00,1.69,13705.0,United Kingdom,54.08,2011,12,December
577774,22424,ENAMEL BREAD BIN CREAM,1,2011-11-21 15:57:00,12.75,16712.0,United Kingdom,12.75,2011,11,November
559706,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-07-12 10:02:00,4.95,16609.0,United Kingdom,14.850000000000001,2011,7,July
574249,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-11-03 13:01:00,4.95,16347.0,United Kingdom,9.9,2011,11,November
575339,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2011-11-09 14:29:00,2.55,15555.0,United Kingdom,2.55,2011,11,November
578270,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,18,2011-11-23 13:39:00,1.8,14096.0,United Kingdom,32.4,2011,11,November
547715,21843,RED RETROSPOT CAKE STAND,2,2011-03-25 08:50:00,10.95,12520.0,Germany,21.9,2011,3,March
549449,22386,JUMBO BAG PINK POLKADOT,10,2011-04-08 14:12:00,2.08,14227.0,United Kingdom,20.8,2011,4,April
551558,22995,TRAVEL CARD WALLET SUKI,1,2011-05-03 10:41:00,0.42,17841.0,United Kingdom,0.42,2011,5,May
545066,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,2,2011-02-27 14:44:00,0.85,13610.0,United Kingdom,1.7,2011,2,February
554603,23065,LARGE DECO JEWELLERY STAND,6,2011-05-25 11:14:00,12.5,14593.0,United Kingdom,75.0,2011,5,May
560754,21498,RED RETROSPOT WRAP ,25,2011-07-20 15:56:00,0.42,17754.0,United Kingdom,10.5,2011,7,July
569590,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-10-05 11:25:00,0.42,13949.0,United Kingdom,5.04,2011,10,October
578928,23581,JUMBO BAG PAISLEY PARK,2,2011-11-27 12:29:00,2.08,15443.0,United Kingdom,4.16,2011,11,November
564439,22193,RED DINER WALL CLOCK,1,2011-08-25 12:12:00,8.5,12841.0,United Kingdom,8.5,2011,8,August
560432,23199,JUMBO BAG APPLES,30,2011-07-18 15:39:00,2.08,13327.0,United Kingdom,62.400000000000006,2011,7,July
566258,22727,ALARM CLOCK BAKELIKE RED ,2,2011-09-11 12:45:00,3.75,13124.0,United Kingdom,7.5,2011,9,September
571039,21162,TOXIC AREA  DOOR HANGER ,1,2011-10-13 12:59:00,0.39,16121.0,United Kingdom,0.39,2011,10,October
547867,22303,COFFEE MUG APPLES DESIGN,6,2011-03-27 13:56:00,2.55,13357.0,United Kingdom,15.299999999999999,2011,3,March
540027,85150,LADIES & GENTLEMEN METAL SIGN,12,2011-01-04 13:30:00,2.55,14210.0,United Kingdom,30.599999999999998,2011,1,January
566444,22594,CHRISTMAS GINGHAM TREE,12,2011-09-12 15:32:00,0.85,14020.0,United Kingdom,10.2,2011,9,September
550251,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-15 11:44:00,0.55,14323.0,United Kingdom,13.200000000000001,2011,4,April
564856,22431,WATERING CAN BLUE ELEPHANT,6,2011-08-31 09:11:00,1.95,12477.0,Germany,11.7,2011,8,August
578031,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-11-22 13:41:00,2.95,15796.0,United Kingdom,17.700000000000003,2011,11,November
565794,22386,JUMBO BAG PINK POLKADOT,100,2011-09-07 09:45:00,1.79,16029.0,United Kingdom,179.0,2011,9,September
562437,23545,WRAP RED DOILEY,25,2011-08-04 17:58:00,0.42,13047.0,United Kingdom,10.5,2011,8,August
542719,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-01-31 14:18:00,2.95,17619.0,United Kingdom,5.9,2011,1,January
576860,20728,LUNCH BAG CARS BLUE,2,2011-11-16 15:58:00,1.65,17602.0,United Kingdom,3.3,2011,11,November
578688,23079,TOADSTOOL BEDSIDE LIGHT ,1,2011-11-25 09:27:00,8.95,16719.0,United Kingdom,8.95,2011,11,November
542886,22255,FELT TOADSTOOL  SMALL,1,2011-02-01 13:09:00,0.85,16515.0,United Kingdom,0.85,2011,2,February
562046,23286,BLUE VINTAGE SPOT BEAKER,24,2011-08-02 10:34:00,0.85,12378.0,Switzerland,20.4,2011,8,August
560394,20717,STRAWBERRY SHOPPER BAG,10,2011-07-18 13:35:00,1.25,14390.0,United Kingdom,12.5,2011,7,July
578999,22121,NOEL WOODEN BLOCK LETTERS ,1,2011-11-27 16:08:00,5.95,17595.0,United Kingdom,5.95,2011,11,November
568472,85099B,JUMBO BAG RED RETROSPOT,10,2011-09-27 11:50:00,2.08,12517.0,Germany,20.8,2011,9,September
577519,22563,HAPPY STENCIL CRAFT,5,2011-11-20 13:20:00,1.25,15044.0,United Kingdom,6.25,2011,11,November
577778,22789,T-LIGHT HOLDER SWEETHEART HANGING,1,2011-11-21 16:10:00,1.95,16549.0,United Kingdom,1.95,2011,11,November
577539,21287,SCENTED VELVET LOUNGE CANDLE ,72,2011-11-20 14:24:00,0.38,14547.0,United Kingdom,27.36,2011,11,November
537130,21218,RED SPOTTY BISCUIT TIN,1,2010-12-05 12:23:00,3.75,17796.0,United Kingdom,3.75,2010,12,December
549015,22418,10 COLOUR SPACEBOY PEN,24,2011-04-05 15:12:00,0.85,15244.0,United Kingdom,20.4,2011,4,April
557957,23235,STORAGE TIN VINTAGE LEAF,3,2011-06-23 19:20:00,2.89,13969.0,United Kingdom,8.67,2011,6,June
548728,20723,STRAWBERRY CHARLOTTE BAG,10,2011-04-04 09:55:00,0.85,13198.0,United Kingdom,8.5,2011,4,April
537405,22355,CHARLOTTE BAG SUKI DESIGN,6,2010-12-06 14:51:00,0.85,17841.0,United Kingdom,5.1,2010,12,December
551467,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-28 16:20:00,1.69,12600.0,Germany,13.52,2011,4,April
562258,21535,RED RETROSPOT SMALL MILK JUG,1,2011-08-03 15:28:00,2.55,16348.0,United Kingdom,2.55,2011,8,August
536980,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-12-03 14:26:00,2.95,17819.0,United Kingdom,2.95,2010,12,December
575856,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2011-11-11 12:28:00,8.5,16386.0,United Kingdom,8.5,2011,11,November
574877,23497,CLASSIC CHROME BICYCLE BELL ,12,2011-11-07 13:17:00,1.45,16637.0,United Kingdom,17.4,2011,11,November
577795,23581,JUMBO BAG PAISLEY PARK,10,2011-11-21 16:50:00,2.08,13246.0,United Kingdom,20.8,2011,11,November
578541,21931,JUMBO STORAGE BAG SUKI,3,2011-11-24 15:01:00,2.08,14277.0,France,6.24,2011,11,November
563213,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,2011-08-14 12:55:00,1.25,16115.0,United Kingdom,7.5,2011,8,August
560504,22613,PACK OF 20 SPACEBOY NAPKINS,12,2011-07-19 11:47:00,0.85,13081.0,United Kingdom,10.2,2011,7,July
549245,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-04-07 11:59:00,2.95,15005.0,United Kingdom,2.95,2011,4,April
547960,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-03-28 15:27:00,1.95,15644.0,United Kingdom,3.9,2011,3,March
568876,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-09-29 12:24:00,2.95,13881.0,United Kingdom,17.700000000000003,2011,9,September
547063,21175,GIN + TONIC DIET METAL SIGN,1,2011-03-20 13:33:00,2.55,14769.0,United Kingdom,2.55,2011,3,March
558700,22333,RETROSPOT PARTY BAG + STICKER SET,2,2011-07-01 12:33:00,1.65,17920.0,United Kingdom,3.3,2011,7,July
539752,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-21 15:43:00,1.45,12515.0,Italy,17.4,2010,12,December
547100,20726,LUNCH BAG WOODLAND,10,2011-03-21 10:31:00,1.65,15615.0,United Kingdom,16.5,2011,3,March
567699,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-09-22 09:16:00,4.95,17466.0,United Kingdom,19.8,2011,9,September
545698,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-03-06 14:44:00,1.65,15572.0,United Kingdom,1.65,2011,3,March
568185,23355,HOT WATER BOTTLE KEEP CALM,1,2011-09-25 14:08:00,4.95,16594.0,United Kingdom,4.95,2011,9,September
575091,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-11-08 14:05:00,0.55,17160.0,United Kingdom,13.200000000000001,2011,11,November
572323,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-10-24 09:46:00,2.95,14312.0,United Kingdom,17.700000000000003,2011,10,October
559133,23256,CHILDRENS CUTLERY SPACEBOY ,2,2011-07-06 13:13:00,4.15,17861.0,United Kingdom,8.3,2011,7,July
542613,21380,WOODEN HAPPY BIRTHDAY GARLAND,3,2011-01-30 14:36:00,2.95,17431.0,United Kingdom,8.850000000000001,2011,1,January
580600,22644,CERAMIC CHERRY CAKE MONEY BANK,2,2011-12-05 11:13:00,0.39,12841.0,United Kingdom,0.78,2011,12,December
569212,21070,VINTAGE BILLBOARD MUG ,4,2011-10-02 12:05:00,1.25,15164.0,United Kingdom,5.0,2011,10,October
570806,22751,FELTCRAFT PRINCESS OLIVIA DOLL,4,2011-10-12 12:42:00,3.75,13115.0,United Kingdom,15.0,2011,10,October
567296,20726,LUNCH BAG WOODLAND,10,2011-09-19 12:19:00,1.65,12682.0,France,16.5,2011,9,September
537400,21814,HEART T-LIGHT HOLDER ,4,2010-12-06 14:36:00,1.45,17191.0,United Kingdom,5.8,2010,12,December
544160,84459B,YELLOW METAL CHICKEN HEART ,12,2011-02-16 12:49:00,1.49,16494.0,United Kingdom,17.88,2011,2,February
574509,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,2011-11-04 13:25:00,0.65,16012.0,United Kingdom,3.9000000000000004,2011,11,November
560244,82580,BATHROOM METAL SIGN,3,2011-07-17 12:14:00,0.55,16931.0,United Kingdom,1.6500000000000001,2011,7,July
562085,23296,SET OF 6 TEA TIME BAKING CASES,12,2011-08-02 12:27:00,1.25,15228.0,United Kingdom,15.0,2011,8,August
567656,22513,DOORSTOP FOOTBALL DESIGN,1,2011-09-21 14:40:00,7.46,14096.0,United Kingdom,7.46,2011,9,September
543022,22508,DOORSTOP RETROSPOT HEART,2,2011-02-02 14:37:00,3.75,16771.0,United Kingdom,7.5,2011,2,February
577062,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-17 14:40:00,1.45,18221.0,United Kingdom,17.4,2011,11,November
540809,22364,GLASS JAR DIGESTIVE BISCUITS,6,2011-01-11 12:37:00,2.95,18095.0,United Kingdom,17.700000000000003,2011,1,January
544659,21618,4 WILDFLOWER BOTANICAL CANDLES,3,2011-02-22 13:20:00,3.75,18114.0,United Kingdom,11.25,2011,2,February
553158,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-13 15:24:00,12.75,14194.0,United Kingdom,25.5,2011,5,May
580048,23207,LUNCH BAG ALPHABET DESIGN,1,2011-12-01 12:53:00,1.65,12748.0,United Kingdom,1.65,2011,12,December
536569,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,2010-12-01 15:35:00,1.65,16274.0,United Kingdom,1.65,2010,12,December
572913,22340,NOEL GARLAND PAINTED ZINC ,5,2011-10-26 16:21:00,0.39,15993.0,United Kingdom,1.9500000000000002,2011,10,October
580910,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",144,2011-12-06 13:29:00,3.95,13225.0,United Kingdom,568.8000000000001,2011,12,December
560499,22424,ENAMEL BREAD BIN CREAM,4,2011-07-19 11:03:00,12.75,16713.0,United Kingdom,51.0,2011,7,July
562688,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-08-08 13:53:00,3.75,13869.0,United Kingdom,7.5,2011,8,August
542713,22972,CHILDREN'S SPACEBOY MUG,12,2011-01-31 13:27:00,1.65,12668.0,Germany,19.799999999999997,2011,1,January
567886,23221,REINDEER HEART DECORATION SILVER,12,2011-09-22 15:18:00,0.83,12930.0,United Kingdom,9.959999999999999,2011,9,September
543006,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-02-02 12:53:00,3.75,17975.0,United Kingdom,3.75,2011,2,February
540169,21754,HOME BUILDING BLOCK WORD,1,2011-01-05 12:20:00,5.95,14527.0,United Kingdom,5.95,2011,1,January
578118,21915,RED  HARMONICA IN BOX ,8,2011-11-23 10:08:00,1.25,12955.0,United Kingdom,10.0,2011,11,November
544098,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2011-02-16 10:04:00,3.25,16019.0,United Kingdom,19.5,2011,2,February
571747,21915,RED  HARMONICA IN BOX ,12,2011-10-19 10:59:00,1.25,13849.0,United Kingdom,15.0,2011,10,October
563201,23295,SET OF 12 MINI LOAF BAKING CASES,2,2011-08-14 10:52:00,0.83,13838.0,United Kingdom,1.66,2011,8,August
579414,22632,HAND WARMER RED RETROSPOT,4,2011-11-29 12:52:00,2.1,14719.0,United Kingdom,8.4,2011,11,November
577545,22998,TRAVEL CARD WALLET KEEP CALM,6,2011-11-20 14:43:00,0.42,16931.0,United Kingdom,2.52,2011,11,November
538630,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2010-12-13 13:25:00,1.65,14565.0,United Kingdom,19.799999999999997,2010,12,December
545343,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2011-03-02 09:05:00,2.55,15733.0,United Kingdom,15.299999999999999,2011,3,March
578258,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-23 13:01:00,4.25,13263.0,United Kingdom,4.25,2011,11,November
540288,22914,BLUE COAT RACK PARIS FASHION,1,2011-01-06 12:45:00,4.95,17634.0,United Kingdom,4.95,2011,1,January
580937,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,8,2011-12-06 14:13:00,3.75,16143.0,United Kingdom,30.0,2011,12,December
545685,20981,12 PENCILS TALL TUBE WOODLAND,1,2011-03-06 11:55:00,0.85,14499.0,United Kingdom,0.85,2011,3,March
552574,21931,JUMBO STORAGE BAG SUKI,100,2011-05-10 12:20:00,1.79,15311.0,United Kingdom,179.0,2011,5,May
566172,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-09-09 12:24:00,2.08,17001.0,United Kingdom,41.6,2011,9,September
556043,20750,RED RETROSPOT MINI CASES,12,2011-06-08 12:49:00,6.35,14078.0,United Kingdom,76.19999999999999,2011,6,June
546778,22971,QUEENS GUARD COFFEE MUG,6,2011-03-16 16:38:00,2.55,14572.0,United Kingdom,15.299999999999999,2011,3,March
576929,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-17 11:09:00,1.25,16638.0,United Kingdom,15.0,2011,11,November
